enhet_kode,maned,dimensjon,maling,antall_avvik,antall_rader,andel_avvik_pst
REH,2025-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1059,0.0
ORT,2024-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1089,0.0
TSB,2025-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1052,0.0
ORT,2024-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1024,0.0
BUP,2022-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1084,0.0
ORT,2025-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1016,0.0
DPS,2022-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1027,0.0
MED,2023-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1079,0.0
DPS,2023-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1005,0.0
ONK,2022-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,950,1840,51.63
DPS,2025-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1059,0.0
MED,2023-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1084,0.0
ONK,2024-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1072,0.0
MED,2025-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1007,0.0
DPS,2023-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1077,0.0
MED,2024-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1017,0.0
TSB,2022-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1072,0.0
ONK,2023-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1099,0.0
KIR,2024-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1060,0.0
ONK,2023-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1088,0.0
DPS,2025-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1026,0.0
MED,2023-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,967,0.0
MED,2022-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,943,1853,50.89
DPS,2024-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,946,1789,52.88
ORT,2023-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1010,0.0
ONK,2023-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1087,0.0
REH,2022-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1040,0.0
DPS,2025-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1050,0.0
ORT,2022-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1070,0.0
ONK,2025-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1034,0.0
BUP,2025-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1039,0.0
ORT,2024-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1028,0.0
ORT,2023-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1041,0.0
DPS,2022-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1026,0.0
REH,2025-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1023,0.0
DPS,2022-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1107,0.0
ORT,2025-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1051,0.0
TSB,2024-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1081,0.0
REH,2024-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1040,0.0
REH,2022-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,932,0.0
MED,2022-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1000,0.0
TSB,2022-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,933,0.0
TSB,2025-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1003,0.0
DPS,2025-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,981,1963,49.97
ONK,2023-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1018,0.0
ORT,2023-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1039,0.0
KIR,2023-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1098,0.0
TSB,2024-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1057,0.0
REH,2024-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1037,0.0
ORT,2023-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,978,0.0
ORT,2022-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,981,1877,52.26
ONK,2022-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,981,0.0
MED,2023-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1036,0.0
BUP,2025-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,962,0.0
KIR,2025-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1065,0.0
BUP,2023-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1019,0.0
KIR,2025-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1056,0.0
KIR,2024-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,1009,1886,53.5
MED,2025-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,922,0.0
TSB,2025-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1048,0.0
KIR,2023-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1002,0.0
DPS,2024-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1048,0.0
ONK,2025-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,913,0.0
KIR,2025-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1012,0.0
ORT,2025-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1039,0.0
REH,2025-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1048,0.0
KIR,2023-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1054,0.0
BUP,2022-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1051,0.0
ORT,2022-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1035,0.0
DPS,2024-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1064,0.0
DPS,2023-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1009,0.0
DPS,2024-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1094,0.0
DPS,2025-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1092,0.0
MED,2024-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1041,0.0
REH,2023-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1018,0.0
ONK,2024-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1097,0.0
DPS,2022-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1051,0.0
ONK,2024-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1016,0.0
BUP,2025-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1009,0.0
DPS,2025-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1088,0.0
KIR,2023-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,1001,1919,52.16
TSB,2023-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1074,0.0
TSB,2022-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1012,0.0
DPS,2022-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1058,0.0
MED,2022-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1028,0.0
KIR,2024-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1016,0.0
DPS,2024-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1119,0.0
MED,2024-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1037,0.0
ONK,2025-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1017,0.0
REH,2022-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1005,0.0
MED,2025-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1025,0.0
ONK,2022-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,969,0.0
MED,2022-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1034,0.0
KIR,2022-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1179,0.0
MED,2025-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1097,0.0
MED,2023-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1031,0.0
KIR,2022-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1020,0.0
ONK,2025-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1074,0.0
DPS,2023-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,935,1825,51.23
KIR,2025-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1037,0.0
KIR,2024-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1044,0.0
KIR,2025-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1042,0.0
ONK,2023-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1065,0.0
KIR,2024-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1028,0.0
BUP,2022-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1132,0.0
DPS,2024-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1046,0.0
REH,2025-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1070,0.0
ORT,2025-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,978,0.0
ONK,2022-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1081,0.0
KIR,2023-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,981,0.0
TSB,2025-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1070,0.0
KIR,2024-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1089,0.0
BUP,2023-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,959,1827,52.49
REH,2025-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1040,0.0
ORT,2022-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1081,0.0
TSB,2023-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1088,0.0
ORT,2025-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1063,0.0
TSB,2025-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1038,0.0
MED,2022-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1037,0.0
KIR,2025-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1057,0.0
REH,2023-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1030,0.0
DPS,2022-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1060,0.0
REH,2025-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1090,0.0
ONK,2022-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1048,0.0
REH,2023-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1063,0.0
TSB,2024-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,987,1881,52.47
REH,2024-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,983,1903,51.66
REH,2025-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1029,0.0
MED,2022-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1046,0.0
TSB,2025-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1063,0.0
ORT,2022-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1070,0.0
ORT,2025-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1061,0.0
ORT,2024-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1036,0.0
TSB,2025-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1063,0.0
ORT,2023-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1010,0.0
ORT,2024-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,987,0.0
TSB,2023-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1037,0.0
MED,2024-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1053,0.0
ORT,2024-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1076,0.0
ONK,2024-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,985,0.0
BUP,2024-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1042,0.0
ONK,2022-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1091,0.0
MED,2023-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,970,0.0
MED,2023-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1078,0.0
ORT,2023-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,955,1870,51.07
BUP,2022-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1085,0.0
ONK,2024-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1025,0.0
KIR,2022-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1052,0.0
TSB,2024-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1032,0.0
ONK,2023-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1037,0.0
BUP,2025-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1120,0.0
MED,2024-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1066,0.0
BUP,2022-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1047,0.0
ONK,2022-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1011,0.0
MED,2022-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1035,0.0
BUP,2024-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1083,0.0
ORT,2024-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1026,0.0
ONK,2023-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,927,0.0
MED,2024-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1051,0.0
BUP,2023-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1025,0.0
BUP,2024-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1038,0.0
DPS,2025-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1007,0.0
REH,2024-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1037,0.0
BUP,2025-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1070,0.0
BUP,2024-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1069,0.0
ONK,2024-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,993,0.0
BUP,2023-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1054,12.33
BUP,2025-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,107,975,10.97
DPS,2023-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1086,12.62
ORT,2025-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,116,903,12.85
TSB,2022-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1114,12.3
BUP,2023-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,149,1121,13.29
KIR,2022-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,147,1100,13.36
KIR,2025-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,245,1830,13.39
REH,2022-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,141,1041,13.54
BUP,2024-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,123,1038,11.85
REH,2025-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,126,1020,12.35
MED,2025-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1082,12.2
BUP,2022-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,233,1836,12.69
ONK,2025-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,125,1036,12.07
BUP,2023-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,114,1038,10.98
TSB,2023-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,122,1059,11.52
KIR,2022-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,140,1069,13.1
TSB,2025-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,123,1033,11.91
REH,2023-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1022,12.72
TSB,2022-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1089,12.12
TSB,2024-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,113,1043,10.83
ORT,2024-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,251,1859,13.5
TSB,2024-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,154,1081,14.25
REH,2023-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,114,1001,11.39
REH,2022-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,133,1100,12.09
ORT,2023-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1076,12.27
ONK,2025-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,227,1884,12.05
MED,2025-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,227,1871,12.13
TSB,2022-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1053,12.54
REH,2024-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,143,1080,13.24
TSB,2024-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,129,1047,12.32
TSB,2025-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,151,1047,14.42
MED,2022-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,1107,11.2
REH,2024-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,144,1046,13.77
DPS,2023-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,126,989,12.74
ORT,2025-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1043,12.94
REH,2025-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1023,12.9
ORT,2023-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,107,1018,10.51
ORT,2025-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1048,12.12
TSB,2025-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,139,1038,13.39
ONK,2022-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,136,1001,13.59
DPS,2022-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,111,1029,10.79
REH,2024-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1051,12.37
ONK,2022-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1082,12.11
BUP,2024-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,142,1041,13.64
ORT,2025-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,123,1077,11.42
REH,2025-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,155,1063,14.58
REH,2022-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,159,1095,14.52
KIR,2025-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,140,1102,12.7
TSB,2023-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,991,13.62
MED,2022-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1058,12.76
MED,2024-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1041,12.68
ORT,2024-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,108,1059,10.2
KIR,2022-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,106,946,11.21
ONK,2023-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,230,1883,12.21
MED,2023-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,230,1857,12.39
DPS,2025-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,141,1061,13.29
ORT,2022-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1050,12.86
KIR,2024-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1039,12.61
ORT,2023-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,980,12.65
DPS,2023-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,123,1062,11.58
BUP,2022-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,120,1029,11.66
ONK,2024-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,133,1022,13.01
BUP,2022-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,141,1036,13.61
KIR,2024-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,145,1046,13.86
ORT,2023-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,126,1072,11.75
TSB,2023-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1080,12.13
ORT,2024-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,106,941,11.26
REH,2023-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1088,12.68
DPS,2022-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,109,1021,10.68
KIR,2025-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1048,13.07
BUP,2024-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,139,1019,13.64
KIR,2025-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,108,973,11.1
REH,2022-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,133,1070,12.43
REH,2023-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,129,1088,11.86
KIR,2023-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,133,1106,12.03
KIR,2022-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,200,1852,10.8
TSB,2024-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,136,1068,12.73
REH,2023-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,115,923,12.46
KIR,2023-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1072,12.13
BUP,2022-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1072,11.85
REH,2024-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,123,1039,11.84
KIR,2024-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,125,1054,11.86
TSB,2022-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,123,1011,12.17
ORT,2023-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,158,1089,14.51
TSB,2023-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,145,1028,14.11
TSB,2024-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1029,12.34
BUP,2022-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,140,1012,13.83
MED,2024-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,139,1049,13.25
ONK,2024-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,154,1080,14.26
DPS,2025-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,126,965,13.06
BUP,2025-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,251,1952,12.86
TSB,2023-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,104,953,10.91
REH,2024-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,107,980,10.92
KIR,2023-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,126,1033,12.2
REH,2025-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,103,867,11.88
BUP,2022-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,114,932,12.23
ONK,2025-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,129,1020,12.65
ORT,2022-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1040,12.5
DPS,2023-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1042,12.48
BUP,2024-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1080,12.78
BUP,2024-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,145,1054,13.76
